,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/36296/769ecdc43261424e15ca62adc769098f_watermark.jpg,,アネモスサスペンダーシャツ,ネイルチップ,サベネアンサルエル,サイオンズアドベンチャラー・ブーツ
1,https://assets.mirapri.com/uploads/photo/image/36297/7a7867a58c12b822e42103c95136df91_watermark.jpg,,アネモスサスペンダーシャツ,ネイルチップ,サベネアンサルエル,サイオンズアドベンチャラー・ブーツ
2,https://assets.mirapri.com/uploads/photo/image/36298/8630e56dd34df1c132cc3a57b841ef6d_watermark.jpg,,アネモスサスペンダーシャツ,ネイルチップ,サベネアンサルエル,サイオンズアドベンチャラー・ブーツ
3,https://assets.mirapri.com/uploads/photo/image/36299/ae4e6bcb7420ad8d8239e08e1ef4d46e_watermark.jpg,リリーオーナメント:ブレンド,スプリングシャツ,,紅蓮祭小袴,ハイハウス・ショートブーツ
4,https://assets.mirapri.com/uploads/photo/image/36300/74561eaa76a3e6e01a9bb386ab90ba2c_watermark.jpg,リリーオーナメント:ブレンド,スプリングシャツ,,紅蓮祭小袴,ハイハウス・ショートブーツ
5,https://assets.mirapri.com/uploads/photo/image/36301/b76fd4fb91d3416749df5002cbc4e135_watermark.jpg,リリーオーナメント:ブレンド,スプリングシャツ,,紅蓮祭小袴,ハイハウス・ショートブーツ
6,https://assets.mirapri.com/uploads/photo/image/36302/9aaba0b716162a55dee953c5cee7ec67_copyright.jpg,ソングバード・ハット,アラミガンガウン,キュプロキャスターアームレット,インディゴラミー・キャスタースカート,イディル・フィロソファーサイブーツRE
7,https://assets.mirapri.com/uploads/photo/image/36303/cd42915704b66ce2bbc28ee1890a9132_copyright.jpg,ソングバード・ハット,アラミガンガウン,キュプロキャスターアームレット,インディゴラミー・キャスタースカート,イディル・フィロソファーサイブーツRE
8,https://assets.mirapri.com/uploads/photo/image/36304/97abc931e4b4cbbde70dd737fab8103f_copyright.jpg,ソングバード・ハット,アラミガンガウン,キュプロキャスターアームレット,インディゴラミー・キャスタースカート,イディル・フィロソファーサイブーツRE
9,https://assets.mirapri.com/uploads/photo/image/36305/d4c51b0d3935fa32ef114a91b7f4f5cb_copyright.jpg,ソングバード・ハット,アラミガンガウン,キュプロキャスターアームレット,インディゴラミー・キャスタースカート,イディル・フィロソファーサイブーツRE
10,https://assets.mirapri.com/uploads/photo/image/36306/1dc4787e7678fffc30ae1b9c436b4281_copyright.jpg,クラシックグラス,アラミガンガウン,ネイルチップ,セーラーブレー,ブライズメイドサンダル
11,https://assets.mirapri.com/uploads/photo/image/36307/b8816e30c703c3e0c96ce2f21daee928_copyright.jpg,クラシックグラス,アラミガンガウン,ネイルチップ,セーラーブレー,ブライズメイドサンダル
12,https://assets.mirapri.com/uploads/photo/image/36308/823033b3e2fc59b58aba05ba2dcb820f_copyright.jpg,クラシックグラス,アラミガンガウン,ネイルチップ,セーラーブレー,ブライズメイドサンダル
13,https://assets.mirapri.com/uploads/photo/image/36309/e7a4993dfecd702d77ec460b3530fa4e_copyright.jpg,クラシックグラス,アラミガンガウン,ネイルチップ,セーラーブレー,ブライズメイドサンダル
14,https://assets.mirapri.com/uploads/photo/image/36310/bdabecfc2e0b788d4301b2b31c56659a_copyright.jpg,レッドフェザー・フラットハット,ソーリアンストライカーシャツ,ダイノレザーグローブ,レインボークロス・ストライカーキュロット,アルケオーニスストライカーブーツ
15,https://assets.mirapri.com/uploads/photo/image/36311/5a105aebaed24939d840fa17e8a11776_copyright.jpg,レッドフェザー・フラットハット,ソーリアンストライカーシャツ,ダイノレザーグローブ,レインボークロス・ストライカーキュロット,アルケオーニスストライカーブーツ
16,https://assets.mirapri.com/uploads/photo/image/36312/c4d8adfec267afef09de1005f9edd872_copyright.jpg,レッドフェザー・フラットハット,ソーリアンストライカーシャツ,ダイノレザーグローブ,レインボークロス・ストライカーキュロット,アルケオーニスストライカーブーツ
17,https://assets.mirapri.com/uploads/photo/image/36313/9e206b770a600d184a6f9ba68850a889_watermark.jpg,ビーチキャスターマスク,ハデスローブ,プレイグブリンガーグローブ,ノマドキャスター・ブリーチ,道士雲履
18,https://assets.mirapri.com/uploads/photo/image/36314/38f0eea66ea3394160efa58161607935_watermark.jpg,ビーチキャスターマスク,ハデスローブ,プレイグブリンガーグローブ,ノマドキャスター・ブリーチ,道士雲履
19,https://assets.mirapri.com/uploads/photo/image/36315/078eca56063c5dd34058358a93c7190d_watermark.jpg,ビーチキャスターマスク,ハデスローブ,プレイグブリンガーグローブ,ノマドキャスター・ブリーチ,道士雲履
20,https://assets.mirapri.com/uploads/photo/image/36316/2206168ea832ca65b5c155fc24da6ee0_watermark.jpg,スカイパイレーツ・キャスターキャップ,アネモスジャケット,,アネモスチャップス,アネモスブーツ
21,https://assets.mirapri.com/uploads/photo/image/36317/c118e705af9a50689026c9f298f4ef23_watermark.jpg,スカイパイレーツ・キャスターキャップ,アネモスジャケット,,アネモスチャップス,アネモスブーツ
22,https://assets.mirapri.com/uploads/photo/image/36318/2f569a40fa67ee94e0096f171c2d3c51_watermark.jpg,ダイヤ・キャスターハット,リパブリックシグニフェル・キトン,スタービロード・キャスターロンググローブ,ヤフェーム・キャスタートラウザー,サベネアンバブーシュ
23,https://assets.mirapri.com/uploads/photo/image/36319/301ea3cf2d413688c7110505fe5fcaaf_watermark.jpg,ダイヤ・キャスターハット,リパブリックシグニフェル・キトン,スタービロード・キャスターロンググローブ,ヤフェーム・キャスタートラウザー,サベネアンバブーシュ
24,https://assets.mirapri.com/uploads/photo/image/36320/9e23b6dd1e3f84b34389f10049be189e_watermark.jpg,ダイヤ・キャスターハット,リパブリックシグニフェル・キトン,スタービロード・キャスターロンググローブ,ヤフェーム・キャスタートラウザー,サベネアンバブーシュ
25,https://assets.mirapri.com/uploads/photo/image/36321/9ebd7ad01b1b830bc04c08634742f6d7_watermark.jpg,ダイヤ・キャスターハット,リパブリックシグニフェル・キトン,スタービロード・キャスターロンググローブ,ヤフェーム・キャスタートラウザー,サベネアンバブーシュ
26,https://assets.mirapri.com/uploads/photo/image/36322/9534d71669e4e57a36431b58e30d3aa9_copyright.jpg,白漆塗戌形兜,ヘヴィウォルフラムキュイラス,ヘヴィウォルフラムガントレット,ミリシアサブリガ,ヘヴィウォルフラムサバトン
27,https://assets.mirapri.com/uploads/photo/image/36323/a2ef9b83fd9f1a272518b1885a4e5b29_copyright.jpg,白漆塗戌形兜,ヘヴィウォルフラムキュイラス,ヘヴィウォルフラムガントレット,ミリシアサブリガ,ヘヴィウォルフラムサバトン
28,https://assets.mirapri.com/uploads/photo/image/36324/7dbf62e655da9d565340322802e066c8_copyright.jpg,白漆塗戌形兜,ヘヴィウォルフラムキュイラス,ヘヴィウォルフラムガントレット,ミリシアサブリガ,ヘヴィウォルフラムサバトン
29,https://assets.mirapri.com/uploads/photo/image/36325/36b7f97ad7a6a3963f3af8a9c307c20a_copyright.jpg,スカイラット・ディフェンダーマスク,スカラディフェンダー・コート,ウーツミトンガントレット,クズクロス・ディフェンダーロングキルト,アンフィプテレフリンジブーツ
