,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/12531/e4660b2eb2167d1a7e3d3b29e24461d3_watermark.jpg,サバイバーハット,ラミーポンチョ,アンフィプテレハーフグローブ,スカイパイレーツ・キャスターボトム,クリムゾンシューズ
1,https://assets.mirapri.com/uploads/photo/image/12532/7eb19bdd0773ed4c722835cbbfc252b9_watermark.jpg,サバイバーハット,ラミーポンチョ,アンフィプテレハーフグローブ,スカイパイレーツ・キャスターボトム,クリムゾンシューズ
2,https://assets.mirapri.com/uploads/photo/image/12533/54615135b6056faaa403558a6a0972f8_watermark.jpg,サバイバーハット,ラミーポンチョ,アンフィプテレハーフグローブ,スカイパイレーツ・キャスターボトム,クリムゾンシューズ
3,https://assets.mirapri.com/uploads/photo/image/12537/d914cf1c7c0cb8a116f88ee69395a073_watermark.jpg,,フォレストチュニック,,スノーフレークタイツ,東方姫君布靴
4,https://assets.mirapri.com/uploads/photo/image/12538/e123a4964364b012ccfe0a9f02066459_watermark.jpg,ホワイトベレー,オウルリージュ・コート,,ブライズメイドタイツ,オウルリージュ・ブーツ
5,https://assets.mirapri.com/uploads/photo/image/12539/c12722c5d55811821b83ed382127b3fe_watermark.jpg,ホワイトベレー,オウルリージュ・コート,,ブライズメイドタイツ,オウルリージュ・ブーツ
6,https://assets.mirapri.com/uploads/photo/image/12540/afaaaa184f84936526a3ba738d3c98df_watermark.jpg,,伊賀忍着【劣】,タイダル・スカウトアームガードRE,ファルコナーボトム,伊賀脚絆【劣】
7,https://assets.mirapri.com/uploads/photo/image/12541/fde77537de3e2cbf00b80abbff8f6198_watermark.jpg,ドラヴァニアン・レンジャートライコーン,ヴァルキリー・レンジャーコート,フィールドコマンダーグローブ,アエドタイツ,エクスペディション・サイブーツ
8,https://assets.mirapri.com/uploads/photo/image/12542/c23606a1e10fa61b3e0ec8c666b9f177_watermark.jpg,ドラヴァニアン・レンジャートライコーン,ヴァルキリー・レンジャーコート,フィールドコマンダーグローブ,アエドタイツ,エクスペディション・サイブーツ
9,https://assets.mirapri.com/uploads/photo/image/12543/ae9e6206c91cb341053cabc08bc99568_watermark.jpg,ドラヴァニアン・レンジャートライコーン,ヴァルキリー・レンジャーコート,フィールドコマンダーグローブ,アエドタイツ,エクスペディション・サイブーツ
10,https://assets.mirapri.com/uploads/photo/image/12544/b183f4fe90408cf228679ced6564913b_watermark.jpg,プロトアレキ・スカウトマスク,バトラージャケット,バトラーグローブ,バトラースラックス,サバイバーブーツ
11,https://assets.mirapri.com/uploads/photo/image/12545/0e121ef3223d26fa3f247f9039043967_watermark.jpg,プロトアレキ・スカウトマスク,バトラージャケット,バトラーグローブ,バトラースラックス,サバイバーブーツ
