,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/15051/ee4f113597079928e6876f54edfa212a_watermark.jpg,,タバード,,ハイハウスブリーチ,ダイノレザーシューズ
1,https://assets.mirapri.com/uploads/photo/image/15052/f3dc7fa68ad4a963fd14094e71b3911d_watermark.jpg,,タバード,,ハイハウスブリーチ,ダイノレザーシューズ
2,https://assets.mirapri.com/uploads/photo/image/15053/68ed3617c2f7968ad9db4cefa5c9dbd6_watermark.jpg,ゴブリンキャップ,スカイパイレーツ・ディフェンダーコート,エンペラーズ・ニューグローブ,ヴァレンティオンスカート,ミスライトディフェンダーサバトン
3,https://assets.mirapri.com/uploads/photo/image/15054/261be4245346c073ea169a3e4a645a14_watermark.jpg,プロトアレキ・ディフェンダーバイザー,レプリカ・バハムート・ディフェンダーアーマー,レプリカ・ハイアラガン・ディフェンダーガントレット,グリフィンディフェンダースカート,レプリカ・ヘヴィアラガンフランチャード
4,https://assets.mirapri.com/uploads/photo/image/15055/ce7e35e056bf8ecddc9d6c4f075fbfd2_watermark.jpg,プロトアレキ・ディフェンダーバイザー,レプリカ・バハムート・ディフェンダーアーマー,レプリカ・ハイアラガン・ディフェンダーガントレット,グリフィンディフェンダースカート,レプリカ・ヘヴィアラガンフランチャード
5,https://assets.mirapri.com/uploads/photo/image/15056/3f9a65e5160710a1892daf3f02021375_watermark.jpg,プロトアレキ・ディフェンダーバイザー,レプリカ・バハムート・ディフェンダーアーマー,レプリカ・ハイアラガン・ディフェンダーガントレット,グリフィンディフェンダースカート,レプリカ・ヘヴィアラガンフランチャード
6,https://assets.mirapri.com/uploads/photo/image/15057/daa2e1fb723cfefc68fc056c166d6fe9_watermark.jpg,プロトアレキ・ディフェンダーバイザー,レプリカ・バハムート・ディフェンダーアーマー,レプリカ・ハイアラガン・ディフェンダーガントレット,グリフィンディフェンダースカート,レプリカ・ヘヴィアラガンフランチャード
7,https://assets.mirapri.com/uploads/photo/image/15058/4c4bcc2660cc5cc844898712dcd4148a_watermark.jpg,ドリームキャップ,ブリオー,,スノーフレークタイツ,フォレストシューズ
8,https://assets.mirapri.com/uploads/photo/image/15059/d0eeb82d0b28c3fe8da3a1fabf0abc32_watermark.jpg,イディル・フィロソファーハットRE,イディル・フィロソファーコートRE,,ヴァルキリー・キャスタートラウザー,
9,https://assets.mirapri.com/uploads/photo/image/15060/11b40544b35e0d3487c9e5adb2cbbd84_watermark.jpg,イディル・フィロソファーハットRE,イディル・フィロソファーコートRE,,ヴァルキリー・キャスタートラウザー,
10,https://assets.mirapri.com/uploads/photo/image/15061/cae4c1cef42315c2495a75ca5c4542d9_watermark.jpg,イディル・フィロソファーハットRE,イディル・フィロソファーコートRE,,ヴァルキリー・キャスタートラウザー,
11,https://assets.mirapri.com/uploads/photo/image/15062/ae88f664f4efca4290207c8f2cc6d38f_watermark.jpg,イディル・フィロソファーハットRE,イディル・フィロソファーコートRE,,ヴァルキリー・キャスタートラウザー,
12,https://assets.mirapri.com/uploads/photo/image/15063/5dfd86804f2d16d3865221b0349937a9_watermark.jpg,フラットキャップ,フォリジャーベスト,ベルベティーンハーフグローブ,ファルコナーボトム,スノーフレークブーツ
13,https://assets.mirapri.com/uploads/photo/image/15064/97bacb838917fba7d338090e4ddefa5c_watermark.jpg,フラットキャップ,フォリジャーベスト,ベルベティーンハーフグローブ,ファルコナーボトム,スノーフレークブーツ
14,https://assets.mirapri.com/uploads/photo/image/15065/ea8df8fc8098e630c239e1b96ef15bdc_watermark.jpg,フラットキャップ,フォリジャーベスト,ベルベティーンハーフグローブ,ファルコナーボトム,スノーフレークブーツ
