,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/30982/030c55c17bd75c41d46c62022660cb73_watermark.jpg,ゴーストバーク・ヒーラーターバン,ルビーコットンシャブル,サベネアンアームレット,ウェザード・セブンスヘブンボトム,ウェザード・セブンスヘブンサイブーツ
1,https://assets.mirapri.com/uploads/photo/image/30983/c70ee227dbbaa654e796b1c120f36b44_watermark.jpg,ゴーストバーク・ヒーラーターバン,ルビーコットンシャブル,サベネアンアームレット,ウェザード・セブンスヘブンボトム,ウェザード・セブンスヘブンサイブーツ
2,https://assets.mirapri.com/uploads/photo/image/30984/7e13b335a30898c5d6c5a95449b966eb_watermark.jpg,ゴーストバーク・ヒーラーターバン,ルビーコットンシャブル,サベネアンアームレット,ウェザード・セブンスヘブンボトム,ウェザード・セブンスヘブンサイブーツ
3,https://assets.mirapri.com/uploads/photo/image/30985/3c8303463ada718b05527dd0579caa68_watermark.jpg,モダンパンスネ,サイオンズリベレーター・ジャケット,パンチンググローブ,エクスペディションパンタレット,エクスペディション・サイブーツ
4,https://assets.mirapri.com/uploads/photo/image/30986/55a626e2091ce4931b109ea88f31fba0_watermark.jpg,天つ水影流鉢金,赤鬼腹当,赤鬼篭手,赤鬼筒袴,赤鬼脛当
5,https://assets.mirapri.com/uploads/photo/image/30987/47bf3e4cf85d90b48f265455b0e06a3e_watermark.jpg,天つ水影流鉢金,赤鬼腹当,赤鬼篭手,赤鬼筒袴,赤鬼脛当
6,https://assets.mirapri.com/uploads/photo/image/30988/5ea275b75ceef163901f1fd0a4bdf564_watermark.jpg,天つ水影流鉢金,赤鬼腹当,赤鬼篭手,赤鬼筒袴,赤鬼脛当
7,https://assets.mirapri.com/uploads/photo/image/30992/3f3a6a96a32f027b5b66a2a338bd001d_watermark.jpg,,サイオンズリベレーター・ジャケット,,レプリカ・バハムート・キャスタートンバン,
8,https://assets.mirapri.com/uploads/photo/image/30993/6c9422f73502d1738ec7ab7e0f82e503_watermark.jpg,オールドローズオーナメント:ホワイト,サベネアンボレロ,,東方麗人袴下,ギャンブラーブーツ
9,https://assets.mirapri.com/uploads/photo/image/30994/27dee802ae31ff17ffcb388e0ddf33e8_watermark.jpg,オールドローズオーナメント:ホワイト,サベネアンボレロ,,東方麗人袴下,ギャンブラーブーツ
10,https://assets.mirapri.com/uploads/photo/image/30995/03fd72a475b53f6aa6ad8acc93e71b51_watermark.jpg,オールドローズオーナメント:ホワイト,サベネアンボレロ,,東方麗人袴下,ギャンブラーブーツ
11,https://assets.mirapri.com/uploads/photo/image/30996/491bd5b994e0152740f3391ceddc17ee_watermark.jpg,オールドローズオーナメント:ホワイト,サベネアンボレロ,,東方麗人袴下,ギャンブラーブーツ
12,https://assets.mirapri.com/uploads/photo/image/30997/c617be1fa4948f48c2314d5db772da12_watermark.jpg,バニーチーフクラウン,サイオンズリベレーター・ジャケット,サイオンズリベレーター・フィンガレスグローブ,コロセウムロインクロス,ベストマンゲイター
13,https://assets.mirapri.com/uploads/photo/image/30998/66014fc7972444e33a3f151498abe630_watermark.jpg,バニーチーフクラウン,サイオンズリベレーター・ジャケット,サイオンズリベレーター・フィンガレスグローブ,コロセウムロインクロス,ベストマンゲイター
14,https://assets.mirapri.com/uploads/photo/image/30999/b5892f01e714f5cc80cc653912a0c360_watermark.jpg,バニーチーフクラウン,サイオンズリベレーター・ジャケット,サイオンズリベレーター・フィンガレスグローブ,コロセウムロインクロス,ベストマンゲイター
15,https://assets.mirapri.com/uploads/photo/image/31000/b96389683fe993f251c4aeaafa01ff24_watermark.jpg,グリーンベレー,イヴァリースガンナー・ジャケット,,ウラエウススカート,ヴァレンティオンパッテン
16,https://assets.mirapri.com/uploads/photo/image/31001/d36d347667185a98dc1c9f73f32e2ece_watermark.jpg,グリーンベレー,イヴァリースガンナー・ジャケット,,ウラエウススカート,ヴァレンティオンパッテン
17,https://assets.mirapri.com/uploads/photo/image/31002/9ecfa9a5a1f20b9123e23244591a8d00_watermark.jpg,グリーンベレー,イヴァリースガンナー・ジャケット,,ウラエウススカート,ヴァレンティオンパッテン
18,https://assets.mirapri.com/uploads/photo/image/31003/295cf6746286f6aa42cb0bf34acf93d2_watermark.jpg,ハイハウスクローシュ,ベストマンジャケット,フィールドコマンダーグローブ,コルドロンキープロングキルト,サイオンズヒーラー・ハイブーツ
