,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/5987/cde98711a4ffc4cf32e141b9beda58c5_watermark.jpg,アルドゴートアイパッチ,ハイミスライト・ディフェンダーキュイラス,レプリカ・ヘヴィアラガンガントレット,イコンレザー・ディフェンダーブリーチ,レプリカ・ヘヴィアラガンフランチャード
1,https://assets.mirapri.com/uploads/photo/image/5988/9c2caec7819b686ac0b75a8c8aeb1fa5_watermark.jpg,アルドゴートアイパッチ,ハイミスライト・ディフェンダーキュイラス,レプリカ・ヘヴィアラガンガントレット,イコンレザー・ディフェンダーブリーチ,レプリカ・ヘヴィアラガンフランチャード
2,https://assets.mirapri.com/uploads/photo/image/5989/7ed4ea296436483ec95575f77fec0639_watermark.jpg,アルドゴートアイパッチ,ハイミスライト・ディフェンダーキュイラス,レプリカ・ヘヴィアラガンガントレット,イコンレザー・ディフェンダーブリーチ,レプリカ・ヘヴィアラガンフランチャード
3,https://assets.mirapri.com/uploads/photo/image/5990/7005521240125c77d8ed2cbedc74dc63_watermark.jpg,ヴァンヤキャスターハット,ファルコナーシャツ,パンチンググローブ,ウラエウススカート,ハイハウスブーツ
4,https://assets.mirapri.com/uploads/photo/image/5991/b09d3a523c6910a3cec61d2d0a6e8a39_watermark.jpg,ヴァンヤキャスターハット,ファルコナーシャツ,パンチンググローブ,ウラエウススカート,ハイハウスブーツ
5,https://assets.mirapri.com/uploads/photo/image/5992/2b8c739451f3faecc8d3bc6f94d9b9fa_watermark.jpg,ヴァンヤキャスターハット,ファルコナーシャツ,パンチンググローブ,ウラエウススカート,ハイハウスブーツ
6,https://assets.mirapri.com/uploads/photo/image/5993/28ebc85a52416b0e929bbcf47b133e21_watermark.jpg,ヴァンヤキャスターハット,ファルコナーシャツ,パンチンググローブ,ウラエウススカート,ハイハウスブーツ
7,https://assets.mirapri.com/uploads/photo/image/5994/10ac30289ef20545b68b3a134ac5dc09_watermark.jpg,オーソドックス・ディフェンダーヘアピン,エレゼンガウン,クロウ・オブ・ビースト,パンタレット,アデプトサイブーツ
8,https://assets.mirapri.com/uploads/photo/image/5995/d6f6f9993cdadf56a8128b7ca8efa65e_watermark.jpg,オーソドックス・ディフェンダーヘアピン,エレゼンガウン,クロウ・オブ・ビースト,パンタレット,アデプトサイブーツ
9,https://assets.mirapri.com/uploads/photo/image/5996/ebf98cd76f68480db8c45b1a90fd94e9_watermark.jpg,オーソドックス・ディフェンダーヘアピン,エレゼンガウン,クロウ・オブ・ビースト,パンタレット,アデプトサイブーツ
10,https://assets.mirapri.com/uploads/photo/image/5997/c91218524f8ff6a5d9d0a19020354306_watermark.jpg,,ウラエウスコート,,パンタレット,アデプトサイブーツ
11,https://assets.mirapri.com/uploads/photo/image/5998/0054d6aa744f89d1126ac542ce39d395_watermark.jpg,,ウラエウスコート,,パンタレット,アデプトサイブーツ
12,https://assets.mirapri.com/uploads/photo/image/5999/09f3089871586472af86a1c9e18a92bf_watermark.jpg,阿修羅鉢金【武士】,紅蝶姫君浴衣,,ブライズメイドタイツ,ベストマンゲイター
13,https://assets.mirapri.com/uploads/photo/image/6000/7a034c05be08e67ca6d3beb339b91b8c_watermark.jpg,阿修羅鉢金【武士】,紅蝶姫君浴衣,,ブライズメイドタイツ,ベストマンゲイター
14,https://assets.mirapri.com/uploads/photo/image/6001/f3f92f211f41e6dc91b503796f557849_watermark.jpg,阿修羅鉢金【武士】,紅蝶姫君浴衣,,ブライズメイドタイツ,ベストマンゲイター
15,https://assets.mirapri.com/uploads/photo/image/6002/f68e74b8b50fe8a0cc85120c99f9c275_watermark.jpg,阿修羅鉢金【武士】,紅蝶姫君浴衣,,ブライズメイドタイツ,ベストマンゲイター
16,https://assets.mirapri.com/uploads/photo/image/6003/0e9592fedc4f15d9931513e0871ee9da_watermark.jpg,ワイバーンディフェンダーメイン,ミスライトディフェンダーホーバーク,ミスライトディフェンダーガントレット,グリフィンディフェンダースカート,ミスライトディフェンダーサバトン
17,https://assets.mirapri.com/uploads/photo/image/6004/8d537d2ceadc442128ecd948b9b180ec_watermark.jpg,ワイバーンディフェンダーメイン,ミスライトディフェンダーホーバーク,ミスライトディフェンダーガントレット,グリフィンディフェンダースカート,ミスライトディフェンダーサバトン
