,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/41604/e732cc17bb8f76518d8fb6e0e60dbc43_watermark.jpg,ウェアウルフヘッド,クァールビーチホルター,モグモグアーム,クァールビーチタンガ,モグモグレッグ
1,https://assets.mirapri.com/uploads/photo/image/41605/9dca548376089cc01689103d81471885_watermark.jpg,ウェアウルフヘッド,クァールビーチホルター,モグモグアーム,クァールビーチタンガ,モグモグレッグ
2,https://assets.mirapri.com/uploads/photo/image/41606/76a419ff3c32eba7af529ad2749e492f_watermark.jpg,ウェアウルフヘッド,クァールビーチホルター,モグモグアーム,クァールビーチタンガ,モグモグレッグ
3,https://assets.mirapri.com/uploads/photo/image/41607/5e009793fda6605caa5a9e8a46130e99_watermark.jpg,ソングバード・ハット,クウェインチュレル・ラッフルドレス,メイドリストドレス,ヴァレンティオンスカート,メイドパンプス
4,https://assets.mirapri.com/uploads/photo/image/41609/71fa52ec135e678dda4672f2508b6788_watermark.jpg,ゴーストバーク・ヒーラーターバン,ヴィンテージセネシャルコーティー,ヘイルストーム・ヒーラーグローブRE,イコンクロス・ヒーラースカート,ウェザード・セブンスヘブンサイブーツ
5,https://assets.mirapri.com/uploads/photo/image/41610/75eb5ae898f347b0014ea632e59c7ab9_watermark.jpg,ゴーストバーク・ヒーラーターバン,ヴィンテージセネシャルコーティー,ヘイルストーム・ヒーラーグローブRE,イコンクロス・ヒーラースカート,ウェザード・セブンスヘブンサイブーツ
6,https://assets.mirapri.com/uploads/photo/image/41611/31430858866f7e0ee51d58c4a02f4691_watermark.jpg,ゴーストバーク・ヒーラーターバン,ヴィンテージセネシャルコーティー,ヘイルストーム・ヒーラーグローブRE,イコンクロス・ヒーラースカート,ウェザード・セブンスヘブンサイブーツ
7,https://assets.mirapri.com/uploads/photo/image/41612/8ac974d24b76399d39b9002d55dfb225_watermark.jpg,クラウン・オブ・ライト,ヘルファイア・ディフェンダーアーマーRE,ドマスチール・ディフェンダーガントレット,ブライズメイドタイツ,ボーンプロテクター・サバトン
8,https://assets.mirapri.com/uploads/photo/image/41613/88ad7df37c557508613212cb18482fb6_watermark.jpg,クラウン・オブ・ライト,ヘルファイア・ディフェンダーアーマーRE,ドマスチール・ディフェンダーガントレット,ブライズメイドタイツ,ボーンプロテクター・サバトン
9,https://assets.mirapri.com/uploads/photo/image/41614/4efee90f5f0fc95cb75caff2a1386943_watermark.jpg,クラウン・オブ・ライト,ヘルファイア・ディフェンダーアーマーRE,ドマスチール・ディフェンダーガントレット,ブライズメイドタイツ,ボーンプロテクター・サバトン
10,https://assets.mirapri.com/uploads/photo/image/41615/6208e4c1c4dbbac0e7134aea2154e280_watermark.jpg,ウェアウルフヘッド,殿方水干,ネイルチップ,サベネアンサルエル,
11,https://assets.mirapri.com/uploads/photo/image/41616/afdcaf1ec5acec321f9aab97a78d327e_watermark.jpg,ウェアウルフヘッド,殿方水干,ネイルチップ,サベネアンサルエル,
12,https://assets.mirapri.com/uploads/photo/image/41617/6785f8dc1199e13104c27fa1eb70cd1b_copyright.jpg,クウェインチュレル・ハット,ウィンドシルクコーティ,,ウェザード・オラターボトム,クウェインチュレル・ドレスシューズ
13,https://assets.mirapri.com/uploads/photo/image/41618/b4c600145f9823ac5f2fb6e91e8bb268_copyright.jpg,クウェインチュレル・ハット,ウィンドシルクコーティ,,ウェザード・オラターボトム,クウェインチュレル・ドレスシューズ
14,https://assets.mirapri.com/uploads/photo/image/41619/323356694f65aa26a900668c6255bdb6_copyright.jpg,クウェインチュレル・ハット,ウィンドシルクコーティ,,ウェザード・オラターボトム,クウェインチュレル・ドレスシューズ
15,https://assets.mirapri.com/uploads/photo/image/41621/6f2b70db0a36d2aaed7454d02e984d29_watermark.jpg,シェイデッドグラス,ウェザード・デュエルタバード,ウェザード・デュエルグローブ,ウェザード・デュエルブリーチ,ウェザード・デュエルサイブーツ
16,https://assets.mirapri.com/uploads/photo/image/41622/4f1a4f5e2d67de394d08a3f91e7bc520_watermark.jpg,シェイデッドグラス,ウェザード・デュエルタバード,ウェザード・デュエルグローブ,ウェザード・デュエルブリーチ,ウェザード・デュエルサイブーツ
17,https://assets.mirapri.com/uploads/photo/image/41623/7762620e167efec714e75105aa64cc39_watermark.jpg,シェイデッドグラス,ウェザード・デュエルタバード,ウェザード・デュエルグローブ,ウェザード・デュエルブリーチ,ウェザード・デュエルサイブーツ
18,https://assets.mirapri.com/uploads/photo/image/41624/44e2eb0c8fc61f7dbff55518bdf6440b_copyright.jpg,,赤鬼腹当,ヘルファイア・ディフェンダーガントレットRE,,ヘルファイア・ディフェンダーサバトンRE
