,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/17653/a29debca626caae55fd356a0e47614e0_watermark.jpg,ミンストレルグラス,ウラエウスコート,リングバンド,ファルコナーボトム,アレキサンダー・ヒーラーブーツ
1,https://assets.mirapri.com/uploads/photo/image/17654/df9e3f93fe09aaba1881d8660582f106_watermark.jpg,ミンストレルグラス,ウラエウスコート,リングバンド,ファルコナーボトム,アレキサンダー・ヒーラーブーツ
2,https://assets.mirapri.com/uploads/photo/image/17655/7c373555c83e98f05cfd40ba184fde35_watermark.jpg,ミンストレルグラス,ウラエウスコート,リングバンド,ファルコナーボトム,アレキサンダー・ヒーラーブーツ
3,https://assets.mirapri.com/uploads/photo/image/17656/78d60234b1b95b6661e24b5d7834c730_watermark.jpg,チェリーブロッサムオーナメント:ピンク,ファルコナーシャツ,,スプリングスカート,サバイバーブーツ
4,https://assets.mirapri.com/uploads/photo/image/17657/869eb382607782ec666143a52d7e71c7_watermark.jpg,チェリーブロッサムオーナメント:ピンク,ファルコナーシャツ,,スプリングスカート,サバイバーブーツ
5,https://assets.mirapri.com/uploads/photo/image/17658/21ca8896e7231ac7f1eae5b8b27cf735_watermark.jpg,チェリーブロッサムオーナメント:ピンク,ファルコナーシャツ,,スプリングスカート,サバイバーブーツ
6,https://assets.mirapri.com/uploads/photo/image/17659/42c9a8d64625bd773147290ca63d773a_watermark.jpg,チェリーブロッサムオーナメント:ピンク,ファルコナーシャツ,,スプリングスカート,サバイバーブーツ
7,https://assets.mirapri.com/uploads/photo/image/17660/6bc6dde469f6f07b3dd45785ccaa5278_watermark.jpg,ディアボリック・ディフェンダーヘルム,リンクスファング・キュイラス,リンクスファング・ガントレット,アレキサンダー・ディフェンダーブリーチ,チタンディフェンダーサバトン
8,https://assets.mirapri.com/uploads/photo/image/17661/9c40acd9ac58a854e6c748d24c05fc11_watermark.jpg,ディアボリック・ディフェンダーヘルム,リンクスファング・キュイラス,リンクスファング・ガントレット,アレキサンダー・ディフェンダーブリーチ,チタンディフェンダーサバトン
9,https://assets.mirapri.com/uploads/photo/image/17662/67bb6babce4b01f418b6c842b3c364d4_watermark.jpg,ディアボリック・ディフェンダーヘルム,リンクスファング・キュイラス,リンクスファング・ガントレット,アレキサンダー・ディフェンダーブリーチ,チタンディフェンダーサバトン
10,https://assets.mirapri.com/uploads/photo/image/17663/705f6ad577338193a73a19ea75fb8983_watermark.jpg,阿修羅鉢金【弓士】,,阿修羅弓懸【弓士】,阿修羅佩楯【弓士】,
