,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/28399/f6a7798971fe9bb44c23e81660fa0999_watermark.jpg,,シバルリー・ストライカーコート,ワイバーンストライカーグローブ,レインボークロス・ストライカーキュロット,カリガ
1,https://assets.mirapri.com/uploads/photo/image/28400/f822a045eda2b410104bacb8144a2529_watermark.jpg,,シバルリー・ストライカーコート,ワイバーンストライカーグローブ,レインボークロス・ストライカーキュロット,カリガ
2,https://assets.mirapri.com/uploads/photo/image/28401/19465bd2dbb0b9693c0b6df469c04cd9_watermark.jpg,,シバルリー・ストライカーコート,ワイバーンストライカーグローブ,レインボークロス・ストライカーキュロット,カリガ
3,https://assets.mirapri.com/uploads/photo/image/28402/eac086def4763e5fa419897fe64cdedd_copyright.jpg,スカイパイレーツ・レンジャーベレー,スカイパイレーツ・レンジャーベスト,スカラレンジャー・グローブ,ウェザード・ストーリーテラーボトム,ウェザード・ストーリーテラーブーツ
4,https://assets.mirapri.com/uploads/photo/image/28403/c32c6211dda9cd76afa3c76db93edf20_copyright.jpg,スカイパイレーツ・レンジャーベレー,スカイパイレーツ・レンジャーベスト,スカラレンジャー・グローブ,ウェザード・ストーリーテラーボトム,ウェザード・ストーリーテラーブーツ
5,https://assets.mirapri.com/uploads/photo/image/28404/a1bec0405378b838b2e5c3a0a17061ad_watermark.jpg,タマモカチューシャ,スカラヒーラー・ジャケット,ララフェルリストバンド,ヴァレンティオンスカート,ヴァレンティオンパッテン
6,https://assets.mirapri.com/uploads/photo/image/28405/eb726d4003cc35026ee480d92ab70ec9_watermark.jpg,タマモカチューシャ,スカラヒーラー・ジャケット,ララフェルリストバンド,ヴァレンティオンスカート,ヴァレンティオンパッテン
7,https://assets.mirapri.com/uploads/photo/image/28406/0cf0a4e353da9869f3b9f0e84ea9e487_watermark.jpg,ミルマスターキャップ,ツインシルク・サスペンダーシャツ,ダリウムチャプレット,ウィンドシルクボトム,ガゼルシューズ
8,https://assets.mirapri.com/uploads/photo/image/28408/4ae73f1dd1517129424792e021c43785_watermark.jpg,リリーオーナメント:ブラック,レオンハート・ジャケット,グリフィンカフス,レオンハート・ボトム,エクスペディション・サイブーツ
9,https://assets.mirapri.com/uploads/photo/image/28409/ee7d80fa222b7b99a7546c846b208700_watermark.jpg,紫水面具【間士】,アオザイ,イースタンアームレット,乱波袴改,ベストマンゲイター
10,https://assets.mirapri.com/uploads/photo/image/28410/01534fee89503f99d846dce130495707_watermark.jpg,紫水面具【間士】,アオザイ,イースタンアームレット,乱波袴改,ベストマンゲイター
11,https://assets.mirapri.com/uploads/photo/image/28411/db3d017c71bc84087a7516340d0f58bd_watermark.jpg,紫水面具【間士】,アオザイ,イースタンアームレット,乱波袴改,ベストマンゲイター
12,https://assets.mirapri.com/uploads/photo/image/28412/122a0bd40cfb1b71195004de6a11654b_watermark.jpg,ポストマンキャップ,スカイパイレーツ・ストライカージャケット,ゴーストバーク・ストライカーヴァンプレイス,ゴーストバーク・ストライカースカート,ゴーストバーク・ストライカーソルレット
13,https://assets.mirapri.com/uploads/photo/image/28413/d1cb5b7986384765349c2ba50b110195_watermark.jpg,ポストマンキャップ,スカイパイレーツ・ストライカージャケット,ゴーストバーク・ストライカーヴァンプレイス,ゴーストバーク・ストライカースカート,ゴーストバーク・ストライカーソルレット
