,image,頭防具,胴防具,手防具,脚防具,足防具
0,https://assets.mirapri.com/uploads/photo/image/22950/5ac155b2d36b90b0b6479d1bc071ebaa_copyright.jpg,ワイバーンキャスターマスク,ライトスチールガレルース,ダイノレザーグローブ,クズクロス・キャスターロングキルト,タイガー・キャスタージャックブーツ
1,https://assets.mirapri.com/uploads/photo/image/22951/c205fa046965f53cc42ab4906dc5f09f_copyright.jpg,ワイバーンキャスターマスク,ライトスチールガレルース,ダイノレザーグローブ,クズクロス・キャスターロングキルト,タイガー・キャスタージャックブーツ
2,https://assets.mirapri.com/uploads/photo/image/22952/ff1b28a8176eeb7af42dce65871f9891_copyright.jpg,ワイバーンキャスターマスク,ライトスチールガレルース,ダイノレザーグローブ,クズクロス・キャスターロングキルト,タイガー・キャスタージャックブーツ
3,https://assets.mirapri.com/uploads/photo/image/22953/81b031b84756bc6fd60750fedd241a6f_copyright.jpg,ワイバーンキャスターマスク,ライトスチールガレルース,ダイノレザーグローブ,クズクロス・キャスターロングキルト,タイガー・キャスタージャックブーツ
4,https://assets.mirapri.com/uploads/photo/image/22954/fad59289c6c91cc26f9c5ecc906e1526_watermark.jpg,アラミガンストライカー・ヘッドバンド,天狗闘着,天狗手甲,風雅袴,姫君下駄
5,https://assets.mirapri.com/uploads/photo/image/22955/b67c7f7768691c9c8346139d12d9612f_watermark.jpg,アラミガンストライカー・ヘッドバンド,天狗闘着,天狗手甲,風雅袴,姫君下駄
6,https://assets.mirapri.com/uploads/photo/image/22956/018733a4d451e891bafac44f95046512_watermark.jpg,アラミガンストライカー・ヘッドバンド,天狗闘着,天狗手甲,風雅袴,姫君下駄
7,https://assets.mirapri.com/uploads/photo/image/22957/47f1e62ce157ed0dff029c9669cfb112_copyright.jpg,オールドローズオーナメント:レッド,紅蝶姫君浴衣,エンペラーズ・ニューグローブ,風雅袴,ハイハウスブーツ
8,https://assets.mirapri.com/uploads/photo/image/22958/676e6d68909f05f0afd3af6e2848f1cf_copyright.jpg,オールドローズオーナメント:レッド,紅蝶姫君浴衣,エンペラーズ・ニューグローブ,風雅袴,ハイハウスブーツ
9,https://assets.mirapri.com/uploads/photo/image/22959/99fc1d7d88959c5a016a3afe6d8e0783_copyright.jpg,オールドローズオーナメント:レッド,紅蝶姫君浴衣,エンペラーズ・ニューグローブ,風雅袴,ハイハウスブーツ
10,https://assets.mirapri.com/uploads/photo/image/22960/00b89be6a8afccdc760237cee3e26b6d_watermark.jpg,レプリカ・ハイアラガン・ストライカーヘッドギア,レプリカ・アラガンストライカーキュイラス,レプリカ・ハイアラガン・ストライカーガントレット,,イコンレザー・ストライカーレッグガード
11,https://assets.mirapri.com/uploads/photo/image/22961/d29be6920cdddcac68612848a5c93e25_watermark.jpg,レプリカ・ハイアラガン・ストライカーヘッドギア,レプリカ・アラガンストライカーキュイラス,レプリカ・ハイアラガン・ストライカーガントレット,,イコンレザー・ストライカーレッグガード
12,https://assets.mirapri.com/uploads/photo/image/22962/a8ff6e0725494e4bc14a78bdcb15f615_watermark.jpg,レプリカ・ハイアラガン・ストライカーヘッドギア,レプリカ・アラガンストライカーキュイラス,レプリカ・ハイアラガン・ストライカーガントレット,,イコンレザー・ストライカーレッグガード
13,https://assets.mirapri.com/uploads/photo/image/22963/cbb180508594df5969796749ff015e55_watermark.jpg,レプリカ・ハイアラガン・ストライカーヘッドギア,レプリカ・アラガンストライカーキュイラス,レプリカ・ハイアラガン・ストライカーガントレット,,イコンレザー・ストライカーレッグガード
14,https://assets.mirapri.com/uploads/photo/image/22964/4ec617f6e78a78d7aafa959c1447ed3a_copyright.jpg,白狐面,風雅長羽織,クロウ・オブ・ビースト,風雅袴,サリャク・ヒーラーサンダル
15,https://assets.mirapri.com/uploads/photo/image/22965/593449e92b32162a05a26bc52d0ffafa_copyright.jpg,白狐面,風雅長羽織,クロウ・オブ・ビースト,風雅袴,サリャク・ヒーラーサンダル
16,https://assets.mirapri.com/uploads/photo/image/22990/f3420409131b902d0bec229b343725ba_copyright.jpg,白狐面,風雅長羽織,クロウ・オブ・ビースト,風雅袴,サリャク・ヒーラーサンダル
17,https://assets.mirapri.com/uploads/photo/image/22969/19dec2eb2929ae26d32f1bf84147bde9_watermark.jpg,カオスバーゴネット,リンクスリージュ・キュイラス,,,
18,https://assets.mirapri.com/uploads/photo/image/22970/699038c8211967ccd536f5bb5dbedf1c_copyright.jpg,スタービロード・キャスターフード,ラミーキャスターローブ,アラミガンキャスター・フィンガレスグローブ,ヴァレリアンウィザード・ロングキルト,ヴァルキリー・キャスターブーツ
